Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/05 1:28:44 PM GMT+5:30,37,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,Yes,2,2,Customer service,Nothing,458183
2023/06/05 12:39:14 AM GMT+5:30,11,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,nan,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,No,1,Sometimes,1,5,User-friendly website/app interface,Nil,612764
2023/06/07 12:29:31 PM GMT+5:30,21,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,First page,3,Maybe,Rarely,others,Rarely,Yes,Rarely,No,2,Yes,4,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,963588
2023/06/06 6:38:49 PM GMT+5:30,13,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,nan,First page,4,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,Sometimes,4,1,Customer service ,Quality of product is very poor according to the big offers,544092
2023/06/06 7:23:25 PM GMT+5:30,26,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,2,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,1,Sometimes,3,5,Quick delivery,Customer service responsiveness,750408
2023/06/05 2:21:37 PM GMT+5:30,56,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,nan,First page,5,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,4,Yes,4,4,Product recommendations,Irrelevant product suggestions,153157
2023/06/07 11:48:25 AM GMT+5:30,32,Prefer not to say,Few times a month,Clothing and Fashion;others,Sometimes,Multiple times a day,nan,Multiple pages,2,Maybe,Sometimes,High shipping costs,Rarely,No,Occasionally,Yes,4,Yes,3,3,Customer service ,Add more familiar brands to the list,460334
2023/06/05 10:36:38 AM GMT+5:30,18,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,First page,5,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,4,Sometimes,1,4,Wide product selection,.,931163
2023/06/08 3:28:23 AM GMT+5:30,55,Prefer not to say,Multiple times a week,Home and Kitchen;others,Sometimes,Multiple times a day,others,First page,1,No,Always,Found a better price elsewhere,Rarely,Yes,Moderately,No,3,No,4,2,Customer service ,User interface of app,993046
2023/06/09 7:24:06 PM GMT+5:30,15,Others,Less than once a month,Clothing and Fashion,No,Few times a week,others,Multiple pages,2,Yes,Always,Found a better price elsewhere,Always,Yes,Rarely,No,4,No,1,4,Customer service ,Irrelevant product suggestions,927319
2023/06/11 2:07:39 PM GMT+5:30,60,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,2,Maybe,Rarely,others,Often,Yes,Rarely,Yes,4,No,5,2,All the above,Nil,242428
2023/06/06 8:57:23 PM GMT+5:30,50,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Keyword,First page,1,Yes,Often,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,2,Yes,1,5,Product recommendations,better app interface and lower shipping charges,870136
2023/06/08 5:34:27 PM GMT+5:30,45,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,5,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,5,Yes,3,3,Wide product selection,Scrolling option would be much better than going to next page,366350
2023/06/11 11:15:03 PM GMT+5:30,63,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,others,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,4,No,4,4,Wide product selection,Irrelevant product suggestions,894848
2023/06/10 10:49:42 AM GMT+5:30,42,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,First page,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,1,Sometimes,3,5,Customer service,Customer service responsiveness,265058
2023/06/07 6:09:58 AM GMT+5:30,55,Male,Few times a month,Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,No,4,Sometimes,2,2,User-friendly website/app interface,User interface of app,290761
2023/06/06 11:20:53 AM GMT+5:30,65,Male,Multiple times a week,others,Yes,Multiple times a day,categories,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Always,Yes,Heavily,Sometimes,4,Yes,1,4,Competitive prices,Customer service responsiveness,688605
2023/06/04 10:37:00 PM GMT+5:30,48,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,First page,4,Yes,Always,Found a better price elsewhere,Never,No,Occasionally,No,5,Sometimes,4,5,Quick delivery,Nothing,267363
2023/06/07 2:11:50 PM GMT+5:30,45,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,2,Yes,Sometimes,High shipping costs,Rarely,Yes,Rarely,No,2,Yes,5,1,User-friendly website/app interface,Product quality and accuracy,342923
2023/06/07 2:09:49 PM GMT+5:30,29,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,3,Yes,1,1,Wide product selection,User interface of app,453643
2023/06/12 3:54:44 PM GMT+5:30,8,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,No,2,Yes,5,4,Customer service ,Irrelevant product suggestions,305111
2023/06/06 6:45:07 PM GMT+5:30,16,Prefer not to say,Less than once a month,Clothing and Fashion;others,Yes,Rarely,nan,First page,2,No,Rarely,Found a better price elsewhere,Sometimes,No,Never,No,4,Sometimes,4,3,User-friendly website/app interface,UI,680550
2023/06/07 4:46:12 PM GMT+5:30,19,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,3,Maybe,Never,High shipping costs,Always,No,Never,No,2,Sometimes,5,2,Product recommendations,Add more familiar brands to the list,797553
2023/06/05 10:06:15 PM GMT+5:30,29,Others,Once a month,Beauty and Personal Care,Sometimes,Rarely,categories,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,3,Sometimes,4,3,Competitive prices,.,784195
2023/06/08 9:17:38 PM GMT+5:30,67,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,nan,First page,4,No,Sometimes,Found a better price elsewhere,Often,Yes,Never,No,2,Sometimes,1,3,Quick delivery,.,658490
2023/06/08 5:23:08 PM GMT+5:30,44,Others,Few times a month,Clothing and Fashion;others,No,Multiple times a day,nan,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Always,No,Heavily,No,1,Yes,5,1,Quick delivery,Nil,739488
2023/06/04 11:27:53 PM GMT+5:30,10,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,3,Maybe,Often,High shipping costs,Sometimes,No,Occasionally,Yes,3,Sometimes,1,4,Wide product selection,Customer service responsiveness,507435
2023/06/07 1:25:26 PM GMT+5:30,35,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,First page,2,Yes,Never,High shipping costs,Sometimes,No,Rarely,No,2,Sometimes,4,5,All the above,No problems with Amazon,575640
2023/06/11 9:31:41 AM GMT+5:30,52,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,others,First page,1,Yes,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,5,Yes,5,1,All the above,Customer service responsiveness,451463
2023/06/07 9:18:55 PM GMT+5:30,63,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,Filter,First page,5,Yes,Never,High shipping costs,Rarely,No,Heavily,No,2,No,2,5,Competitive prices,Reducing packaging waste,565915
2023/06/07 4:10:33 PM GMT+5:30,36,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,3,Maybe,Sometimes,High shipping costs,Never,Yes,Heavily,Sometimes,4,No,4,1,.,Scrolling option would be much better than going to next page,991516
2023/06/05 9:20:17 AM GMT+5:30,39,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,No,Heavily,No,1,Yes,2,3,Quick delivery,Nil,540446
2023/06/12 4:02:02 PM GMT+5:30,15,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,2,Maybe,Rarely,others,Never,Yes,Rarely,Yes,5,Yes,1,4,Product recommendations,I don't have any problem with Amazon,186046
2023/06/08 3:29:26 AM GMT+5:30,11,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,First page,5,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,1,No,1,2,Product recommendations,Scrolling option would be much better than going to next page,328440
2023/06/09 4:30:15 PM GMT+5:30,60,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,nan,First page,1,Maybe,Rarely,High shipping costs,Always,No,Heavily,No,3,Yes,3,3,Competitive prices,Reducing packaging waste,545745
2023/06/06 6:33:23 PM GMT+5:30,20,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,nan,First page,1,Yes,Rarely,High shipping costs,Never,No,Heavily,Sometimes,4,No,3,5,.,Quality of product is very poor according to the big offers,725410
2023/06/06 6:32:00 PM GMT+5:30,18,Others,Multiple times a week,Home and Kitchen,No,Few times a month,Keyword,Multiple pages,2,No,Never,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Yes,1,3,Product recommendations,Nil,679841
2023/06/07 11:41:56 AM GMT+5:30,51,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,categories,Multiple pages,5,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,1,Yes,3,1,Customer service ,No problems with Amazon,818624
2023/06/08 3:23:58 AM GMT+5:30,53,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,First page,3,Yes,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,3,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,660877
2023/06/08 5:06:30 PM GMT+5:30,67,Others,Once a month,Home and Kitchen;others,Yes,Few times a week,Filter,First page,4,Yes,Never,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,2,Sometimes,5,2,Customer service ,Product quality and accuracy,771708
2023/06/07 1:25:26 PM GMT+5:30,40,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,nan,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,4,Yes,3,2,Wide product selection,User interface of app,837191
2023/06/05 12:36:02 AM GMT+5:30,17,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,4,Yes,Sometimes,others,Never,No,Rarely,No,1,Sometimes,4,1,User-friendly website/app interface,.,502386
2023/06/08 5:07:35 PM GMT+5:30,55,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,First page,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,4,No,5,1,Competitive prices,Quality of product is very poor according to the big offers,850593
2023/06/05 11:54:52 AM GMT+5:30,67,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,others,Multiple pages,5,No,Always,High shipping costs,Never,Yes,Heavily,Sometimes,4,No,5,2,Quick delivery,Nothing,154194
2023/06/09 9:31:57 AM GMT+5:30,11,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,categories,First page,4,Maybe,Never,High shipping costs,Sometimes,Yes,Moderately,Sometimes,2,No,3,4,Wide product selection,.,957690
2023/06/09 10:58:44 AM GMT+5:30,47,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Filter,First page,3,Yes,Sometimes,High shipping costs,Never,No,Occasionally,Yes,3,Yes,4,2,Wide product selection,Reducing packaging waste,955038
2023/06/06 7:18:01 PM GMT+5:30,17,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,nan,Multiple pages,1,No,Often,others,Often,Yes,Rarely,Sometimes,1,Sometimes,5,3,Wide product selection,Scrolling option would be much better than going to next page,890872
2023/06/08 5:43:45 PM GMT+5:30,40,Others,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,First page,2,Maybe,Sometimes,High shipping costs,Sometimes,No,Never,Sometimes,5,Yes,5,2,Competitive prices,Reducing packaging waste,880702
2023/06/11 10:57:34 PM GMT+5:30,25,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,2,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,3,No,2,3,Product recommendations,Add more familiar brands to the list,470712
2023/06/09 10:58:13 AM GMT+5:30,17,Male,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,No,Rarely,others,Always,Yes,Rarely,No,4,Sometimes,4,2,.,Scrolling option would be much better than going to next page,159983
2023/06/07 6:30:43 PM GMT+5:30,16,Prefer not to say,Once a month,Groceries and Gourmet Food,Yes,Few times a week,nan,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Never,No,5,Yes,2,2,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,834597
2023/06/09 10:28:57 AM GMT+5:30,8,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,3,No,Sometimes,others,Often,No,Never,No,3,No,5,1,Customer service,I don't have any problem with Amazon,708679
2023/06/08 9:40:24 PM GMT+5:30,51,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,3,Sometimes,3,3,Customer service ,User interface of app,751973
2023/06/09 2:51:07 PM GMT+5:30,67,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,categories,Multiple pages,2,No,Never,Found a better price elsewhere,Never,Yes,Rarely,No,5,Sometimes,1,1,Quick delivery,User interface ,342559
2023/06/04 6:31:41 PM GMT+5:30,29,Male,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Filter,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,5,No,5,2,User-friendly website/app interface,Add more familiar brands to the list,299929
2023/06/05 12:05:20 AM GMT+5:30,60,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,others,Multiple pages,5,Maybe,Rarely,others,Sometimes,No,Moderately,No,1,No,2,3,Competitive prices,Nil,190661
2023/06/09 3:24:36 PM GMT+5:30,22,Others,Once a week,Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,2,No,Never,High shipping costs,Rarely,No,Never,Yes,3,No,2,4,Competitive prices,Irrelevant product suggestions,556093
2023/06/07 9:32:38 AM GMT+5:30,43,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Often,others,Rarely,No,Heavily,Yes,2,No,4,2,Customer service ,User interface ,668260
2023/06/11 10:43:19 PM GMT+5:30,47,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,4,No,Often,Found a better price elsewhere,Sometimes,Yes,Never,Yes,3,Yes,3,3,Product recommendations,Product quality and accuracy,102172
