Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Frequency_Level,Cart_Completion_Frequency_Level,Customer_Segmentation,Cluster
2023/06/09 9:39:04 AM GMT+5:30,35,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Multiple times a day,categories,First page,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Sometimes,2,No,5,3,.,UI,694722,1,3,Occasional Shopper,2
2023/06/08 8:26:58 PM GMT+5:30,3,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,others,Multiple pages,3,Yes,Always,High shipping costs,Never,Yes,Occasionally,Sometimes,1,No,1,1,.,Product quality and accuracy,912256,3,5,Occasional Shopper,1
2023/06/09 2:39:16 PM GMT+5:30,35,Female,Few times a month,Clothing and Fashion;others,Multiple times a day,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Rarely,Yes,1,Sometimes,4,3,Product recommendations,Irrelevant product suggestions,497133,3,4,Occasional Shopper,0
2023/06/05 10:06:15 PM GMT+5:30,15,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Few times a month,others,First page,1,No,Often,High shipping costs,Sometimes,Yes,Rarely,Sometimes,4,No,4,2,All the above,Reducing packaging waste,277458,5,4,Occasional Shopper,3
2023/06/08 5:58:03 PM GMT+5:30,21,Female,Once a week,others,Multiple times a day,Keyword,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,2,Yes,5,5,Wide product selection,Add more familiar brands to the list,904049,4,2,Frequent Shopper,0
2023/06/04 8:00:11 PM GMT+5:30,19,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Multiple times a day,Keyword,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,5,No,4,1,Wide product selection,User interface of app,329305,4,1,At Risk,3
2023/06/08 5:54:49 PM GMT+5:30,35,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Few times a month,Unknown,First page,5,No,Always,High shipping costs,Always,No,Rarely,Yes,2,Sometimes,2,1,Wide product selection,Quality of product is very poor according to the big offers,358654,5,5,Occasional Shopper,3
2023/06/08 5:59:20 PM GMT+5:30,41,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Rarely,categories,Multiple pages,4,No,Always,others,Always,No,Rarely,Yes,5,No,3,1,All the above,better app interface and lower shipping charges,427607,1,5,Occasional Shopper,1
2023/06/08 5:19:41 PM GMT+5:30,55,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a day,others,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Sometimes,1,Yes,2,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,541800,2,3,Occasional Shopper,2
2023/06/07 12:13:39 PM GMT+5:30,26,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Keyword,Multiple pages,5,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,1,Sometimes,5,1,Product recommendations,User interface of app,541700,4,2,Occasional Shopper,3
2023/06/11 10:59:30 PM GMT+5:30,37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Few times a week,others,Multiple pages,4,Yes,Never,High shipping costs,Always,No,Never,No,2,Sometimes,5,5,User-friendly website/app interface,Customer service responsiveness,486700,4,1,Frequent Shopper,0
2023/06/04 9:48:15 PM GMT+5:30,61,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Multiple times a day,Unknown,Multiple pages,1,Maybe,Always,others,Always,Yes,Rarely,No,5,Sometimes,1,2,Product recommendations,Shipping speed and reliability,457641,5,5,Occasional Shopper,3
2023/06/05 8:46:09 PM GMT+5:30,14,Male,Once a month,others,Rarely,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,4,Yes,5,3,Customer service,better app interface and lower shipping charges,813681,2,4,Occasional Shopper,2
2023/06/09 3:22:15 PM GMT+5:30,40,Female,Multiple times a week,Home and Kitchen;others,Rarely,others,Multiple pages,2,Maybe,Rarely,others,Never,No,Never,Sometimes,1,No,1,2,All the above,Product quality and accuracy,432836,5,2,Occasional Shopper,3
2023/06/07 11:54:03 AM GMT+5:30,63,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,others,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,2,Yes,1,4,Product recommendations,User interface,405098,3,5,Occasional Shopper,0
2023/06/12 3:40:25 PM GMT+5:30,42,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Unknown,Multiple pages,4,Yes,Rarely,others,Sometimes,No,Never,Sometimes,1,Yes,5,1,Customer service,Shipping speed and reliability,572632,3,2,Occasional Shopper,1
2023/06/04 5:04:56 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,others,Multiple pages,5,Maybe,Always,High shipping costs,Often,Yes,Rarely,Yes,2,Sometimes,5,5,.,Scrolling option would be much better than going to next page,766064,5,5,Frequent Shopper,0
2023/06/11 11:20:57 PM GMT+5:30,18,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Multiple times a day,categories,Multiple pages,1,Maybe,Often,High shipping costs,Rarely,No,Occasionally,No,3,No,2,3,Product recommendations,UI,667760,1,4,Occasional Shopper,2
2023/06/07 6:28:35 PM GMT+5:30,13,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Rarely,others,First page,5,Yes,Always,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,No,1,4,Customer service,.,121243,4,5,Frequent Shopper,0
2023/06/11 11:15:03 PM GMT+5:30,13,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Few times a week,others,First page,4,Yes,Always,others,Often,No,Occasionally,Sometimes,1,No,2,2,Product recommendations,Irrelevant product suggestions,837663,5,5,Occasional Shopper,3
2023/06/07 10:57:14 AM GMT+5:30,56,Prefer not to say,Once a month,Clothing and Fashion,Few times a month,Filter,First page,4,Yes,Always,High shipping costs,Sometimes,No,Never,No,3,No,2,2,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,659167,2,5,Occasional Shopper,1
2023/06/11 11:16:18 PM GMT+5:30,25,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Few times a month,categories,Multiple pages,1,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,No,3,4,Wide product selection,User interface,760655,5,5,Frequent Shopper,0
2023/06/04 11:24:41 PM GMT+5:30,63,Male,Once a week,Home and Kitchen,Multiple times a day,others,Multiple pages,4,Yes,Rarely,High shipping costs,Often,Yes,Rarely,Sometimes,2,Yes,2,1,Wide product selection,Nil,671008,4,2,Occasional Shopper,3
2023/06/12 3:35:24 PM GMT+5:30,61,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Filter,First page,4,No,Often,others,Never,Yes,Never,No,3,Yes,4,5,Competitive prices,I don't have any problem with Amazon,354183,3,4,Occasional Shopper,0
2023/06/11 11:05:38 PM GMT+5:30,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Multiple times a day,others,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,No,3,2,Competitive prices,Product quality and accuracy,498801,4,5,Occasional Shopper,3
2023/06/05 2:16:16 PM GMT+5:30,63,Male,Once a month,others,Multiple times a day,others,First page,3,No,Never,High shipping costs,Never,Yes,Heavily,Yes,2,Yes,4,5,Quick delivery,better app interface and lower shipping charges,767147,2,1,Occasional Shopper,2
2023/06/09 8:10:05 AM GMT+5:30,46,Male,Once a week,Groceries and Gourmet Food,Few times a week,Filter,Multiple pages,2,No,Never,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,4,Yes,5,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,538014,4,1,At Risk,3
2023/06/08 10:21:20 PM GMT+5:30,17,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Few times a month,categories,Multiple pages,1,No,Rarely,others,Often,Yes,Rarely,Sometimes,2,Yes,1,2,All the above,Scrolling option would be much better than going to next page,971732,4,2,Occasional Shopper,3
2023/06/08 9:40:50 PM GMT+5:30,21,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Rarely,others,First page,5,No,Never,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Yes,3,4,Competitive prices,.,852003,4,1,Frequent Shopper,0
2023/06/09 3:17:31 PM GMT+5:30,16,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,Multiple times a day,categories,Multiple pages,1,Yes,Never,Found a better price elsewhere,Often,No,Heavily,Sometimes,1,No,5,1,Product recommendations,Shipping speed and reliability,737814,4,1,At Risk,3
2023/06/08 5:25:40 PM GMT+5:30,45,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Multiple times a day,Filter,First page,2,Yes,Rarely,others,Never,Yes,Rarely,No,2,Sometimes,4,2,Competitive prices,.,244357,5,2,Occasional Shopper,3
2023/06/04 8:54:36 PM GMT+5:30,60,Prefer not to say,Once a week,Clothing and Fashion,Rarely,Unknown,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,1,Yes,1,5,Wide product selection,Add more familiar brands to the list,352768,4,2,Frequent Shopper,0
2023/06/11 10:44:46 PM GMT+5:30,54,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a week,Keyword,Multiple pages,3,Maybe,Never,others,Never,Yes,Rarely,No,2,Yes,1,2,Customer service,.,946399,1,1,Occasional Shopper,1
2023/06/11 11:19:45 PM GMT+5:30,38,Others,Multiple times a week,Beauty and Personal Care;others,Few times a week,Unknown,First page,1,Yes,Often,High shipping costs,Never,Yes,Moderately,Yes,5,No,4,4,Customer service,Nothing,670033,5,4,Frequent Shopper,0
2023/06/05 2:17:45 PM GMT+5:30,54,Others,Once a week,Beauty and Personal Care;others,Rarely,Filter,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Yes,2,Yes,4,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,365930,4,3,Frequent Shopper,0
2023/06/08 5:42:23 PM GMT+5:30,58,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Few times a month,Keyword,First page,1,Yes,Always,Found a better price elsewhere,Always,Yes,Never,Sometimes,2,No,1,2,Quick delivery,better app interface and lower shipping charges,823667,4,5,Occasional Shopper,3
2023/06/09 4:29:23 PM GMT+5:30,3,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Rarely,categories,First page,3,No,Always,Changed my mind or no longer need the item,Often,No,Never,No,3,Yes,1,3,Customer service,Scrolling option would be much better than going to next page,876223,2,5,Occasional Shopper,2
2023/06/07 11:10:09 PM GMT+5:30,60,Prefer not to say,Once a month,Clothing and Fashion;others,Multiple times a day,categories,Multiple pages,4,Yes,Never,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,2,Yes,3,5,Competitive prices,No problems with Amazon,420509,2,1,Occasional Shopper,2
2023/06/07 10:39:21 PM GMT+5:30,17,Male,Once a month,others,Multiple times a day,categories,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Never,Yes,3,Sometimes,1,3,Customer service,Nothing,283016,2,2,Occasional Shopper,2
2023/06/09 9:35:19 AM GMT+5:30,9,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Rarely,categories,First page,5,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,1,Sometimes,5,5,All the above,Add more familiar brands to the list,168397,2,4,Occasional Shopper,2
2023/06/06 8:56:17 PM GMT+5:30,5,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Few times a month,categories,First page,4,No,Always,others,Never,No,Occasionally,Sometimes,5,Yes,3,1,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues,786717,3,5,Occasional Shopper,1
2023/06/09 9:31:57 AM GMT+5:30,67,Female,Multiple times a week,Beauty and Personal Care;others,Few times a month,others,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,3,Sometimes,3,4,Customer service,User interface,988894,5,3,Frequent Shopper,0
2023/06/08 6:00:20 PM GMT+5:30,49,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,Keyword,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Rarely,Sometimes,2,Yes,4,5,Competitive prices,.,469219,2,2,Occasional Shopper,2
2023/06/07 10:39:21 PM GMT+5:30,31,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a week,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,Yes,4,3,.,No problems with Amazon,806724,5,3,Occasional Shopper,3
2023/06/05 12:05:20 AM GMT+5:30,15,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,1,Yes,1,1,User-friendly website/app interface,UI,458404,5,3,Occasional Shopper,3
2023/06/07 9:18:55 PM GMT+5:30,61,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,4,Yes,5,4,Product recommendations,Shipping speed and reliability,895165,3,3,Occasional Shopper,0
2023/06/08 5:08:27 PM GMT+5:30,38,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Rarely,others,First page,5,Yes,Sometimes,others,Sometimes,Yes,Never,Sometimes,3,No,1,1,.,User interface,845762,4,3,Occasional Shopper,3
2023/06/09 3:24:36 PM GMT+5:30,40,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Few times a month,others,First page,3,Maybe,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,5,Yes,4,1,Wide product selection,Reducing packaging waste,743851,3,5,Occasional Shopper,1
2023/06/11 10:42:48 PM GMT+5:30,33,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,Unknown,First page,4,Yes,Never,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,1,Sometimes,4,3,Quick delivery,.,858484,1,1,Occasional Shopper,2
2023/06/05 4:26:25 AM GMT+5:30,58,Prefer not to say,Multiple times a week,Beauty and Personal Care;others,Rarely,categories,First page,2,Maybe,Always,Changed my mind or no longer need the item,Sometimes,No,Rarely,Yes,1,Sometimes,2,1,Customer service,Nil,719456,5,5,Occasional Shopper,3
2023/06/06 6:44:50 PM GMT+5:30,3,Prefer not to say,Once a month,Clothing and Fashion;Home and Kitchen;others,Rarely,Unknown,Multiple pages,5,Yes,Rarely,others,Often,Yes,Occasionally,Sometimes,4,Yes,4,4,User-friendly website/app interface,Shipping speed and reliability,314230,2,2,Occasional Shopper,2
2023/06/09 10:26:26 AM GMT+5:30,29,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Multiple times a day,others,Multiple pages,1,No,Often,Found a better price elsewhere,Never,No,Rarely,Yes,4,Yes,5,2,All the above,Nil,179677,5,4,Occasional Shopper,3
2023/06/07 6:30:43 PM GMT+5:30,13,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Few times a week,categories,Multiple pages,2,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Moderately,No,2,Yes,5,3,.,Reducing packaging waste,114920,3,2,Occasional Shopper,0
2023/06/08 3:24:37 AM GMT+5:30,28,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Occasionally,No,5,No,5,2,Product recommendations,Shipping speed and reliability,745511,4,3,Occasional Shopper,3
2023/06/07 12:13:39 PM GMT+5:30,37,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Multiple times a day,Filter,Multiple pages,4,No,Often,others,Rarely,No,Occasionally,Sometimes,3,Sometimes,2,5,Wide product selection,Product quality and accuracy,353679,5,4,Frequent Shopper,0
2023/06/05 1:28:44 PM GMT+5:30,37,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,Yes,2,2,Customer service,Nothing,458183,3,3,Occasional Shopper,1
2023/06/05 12:39:14 AM GMT+5:30,11,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Rarely,Unknown,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,No,1,Sometimes,1,5,User-friendly website/app interface,Nil,612764,3,1,Occasional Shopper,0
2023/06/07 12:29:31 PM GMT+5:30,21,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Keyword,First page,3,Maybe,Rarely,others,Rarely,Yes,Rarely,No,2,Yes,4,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,963588,2,2,Occasional Shopper,2
